fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
-1.4494820935885917,1.3298992193824941,-2.0840796404259723,-0.7419727826273592,-0.07614044921073289,-1.4051530181802352,-1.5290569601916357,-0.38346324766118123,2.114505651523913,2.060128820933992,1.6366246920662995
2.0643312206889863,1.152341987147723,0.9237822626401259,-0.6096062128782509,0.39055844788304406,-0.7859953600898807,-1.299921534133518,1.5385551982510524,0.9997069910881204,0.5808804945406519,-0.9729523750017269
2.140718466651542,2.27687112463461,0.7870612670462122,-0.6096062128782509,0.06112393228743678,-0.8422824199162766,-1.4585537521737533,0.695564651798342,-0.4866912228262732,0.24468769308761984,0.37392611122693176
-0.9147713718506992,-0.3864873588869651,-0.6485091866898801,1.5634116405029446,-0.24085770700853654,0.6774681953964116,0.8680521124163659,0.39208805507535577,-0.17702492826077312,-0.49493647010904973,-0.3836930372766892
-0.30367340415025107,-1.3926450082173383,-0.3067066977050961,0.7802427694873867,-0.3506692122070724,0.8463293748755991,-0.17187020584739945,0.0009404415212729803,-0.17702492826077312,-1.1000835127245072,-0.552052848055271
-0.4564478960753633,-0.564044591121737,-0.5117881910959666,-0.7419727826273592,-0.24085770700853654,-0.22312476182592217,0.18064583424201255,-0.11370627279630043,0.875840473261921,0.44640337395943913,-0.3836930372766892
-1.2203203557009237,0.027812849660835207,0.37689828026447153,-0.8964004473346523,-0.515386470004876,-1.3488659583538394,-0.7358958699904586,-1.4624911471206672,0.875840473261921,-1.3017991935963262,0.7106457327840968
-0.07451166626258313,-0.6824160792782514,0.5136192758583852,-0.764033877585544,-0.6801037278026797,-1.011143599395464,-0.8592764840217528,-1.5973696345530888,0.13264136630472417,-0.898367831852688,1.8049845028448814
0.07826282566252908,-0.8599733115130231,-0.16998570211118283,3.2731464997622606,-0.4879335937052421,2.1972188107090997,2.17236146074719,1.9667943958490361,-0.7963575173917705,-0.36045934952783726,-1.1413121857803101
-0.4564478960753633,-0.031372894417421755,0.17181678687360138,-0.5434229280036967,-0.15849907810963482,0.5930376056568177,1.6964648066264842,-0.4711342644922404,-0.4866912228262732,0.5136419342500456,-0.4678729426659801
1.2240715151008703,-0.6232303351999943,1.539026742812737,-0.5654840229618815,0.7199929634786517,-0.27941182165231804,-1.0002829000575177,1.2687982233861717,0.9997069910881204,0.042972012215801304,-1.1413121857803101
0.9949097772132016,1.8625709160868098,-0.7852301822837936,-0.6537284027946203,1.104333231673527,-0.3919859413051097,-0.013237987807164047,0.9417178913625416,-0.6105577406524727,-0.36045934952783726,-1.1413121857803101
-1.0675458637758115,-0.8599733115130231,-0.10162520431422599,-0.7860949725437287,-0.7075566041023137,-0.5045600609579014,-1.0002829000575177,-1.1421547394686282,1.3093732856536178,0.11021057250640773,0.37392611122693176
-1.5258693395511473,-1.0967162878260521,0.17181678687360138,-0.9405226372510218,-0.7624623567015816,-0.22312476182592217,-0.6477668599681057,-1.007276252036169,0.13264136630472417,-0.158743668656018,-0.3836930372766892
0.3838118095127535,0.5604845463651504,-0.5117881910959666,1.3538312384001894,-0.7075566041023137,0.6211811355700156,0.9385553204342484,0.08861145835236954,-0.672490999565571,-0.6966521509808691,0.6264658273948059
-0.30367340415025107,2.7503570772606682,-1.8106376492381455,-0.6757894977528051,0.3631055715834105,-1.3488659583538394,-1.7581923862497535,0.3651123575888415,1.7429060980453146,0.8498347357030777,0.20556630044835
0.6129735474004214,1.7441994279302953,-0.6485091866898801,-0.5875451179200661,1.021974602774625,-1.4051530181802352,-1.423302148164812,0.533710466879406,0.875840473261921,0.31192625337822627,0.37392611122693176
-0.4564478960753633,-0.031372894417421755,-0.9219511778777073,0.29489868040732287,0.6925400871790177,0.9589034945283909,2.225238866760602,0.8641627610888691,1.1855067678274183,-0.36045934952783726,-1.1413121857803101
0.8421352852880901,0.3237415700521216,0.4452587780614284,-0.8743393523764675,-0.515386470004876,-0.8422824199162766,-0.6830184639770468,-0.38346324766118123,-1.22989032978347,-0.6966521509808691,-1.1413121857803101
-0.6092223880004748,-0.14974438257393632,-0.5801486888929233,2.456885986309426,-0.04868757291109892,0.3397458364380364,1.0971875384744838,1.3699570889605253,0.19457462521782254,0.042972012215801304,-1.225492091169601
-1.831418323401372,-0.5048588470434797,-0.5801486888929233,1.221464668651081,-0.6251979752034118,-0.3919859413051097,-0.048489591816105244,-0.6060127519246995,1.4332398034798173,-1.7052305553399643,0.7948256381733877
-0.991158617813255,-0.7416018233565087,-0.9219511778777073,0.29489868040732287,-0.43302784110597414,-0.11055064217313045,0.11014262622413015,-0.17102962995508714,0.2565078841309237,-0.2259822289466244,-0.552052848055271
1.4532332529885377,2.602392717065025,-2.1524401382229295,-0.5434229280036967,0.994521726474991,-1.06743065922186,-1.5114311581871651,1.6397140638253687,0.81390721434882,2.1946059415152046,-0.9729523750017269
0.2310373175876413,1.3298992193824941,-1.6055561558472748,-0.5434229280036967,0.8847102212764552,-0.8985694797426724,-1.5290569601916357,0.4662712231631952,0.4423076608702215,0.3791648136688327,-0.13115332110881506
0.2310373175876413,1.0931562430694657,-1.7422771514411886,-0.5434229280036967,0.8023515923775533,-0.5608471207842973,-1.2294183261156355,0.6618450299402366,0.9377737321750194,0.3791648136688327,0.12138639505905761
-0.07451166626258313,-1.333459264139081,0.0350957912796877,1.000853719069234,-0.07614044921073289,1.9157835115771207,0.8504263104118953,0.5606861643658829,1.0616402500012188,-0.8311292715620819,-0.9729523750017269
0.30742456355019704,0.7972275226781793,0.37689828026447153,-0.9405226372510218,-0.54283934630451,-1.461440078006631,-0.24237341386528186,-1.4624911471206672,-1.22989032978347,-0.9656063921432944,0.7106457327840968
-0.991158617813255,0.5308916743260218,-1.058672173471621,0.29489868040732287,-0.7075566041023137,-0.5045600609579014,0.35690385428671856,-1.0207641007794261,0.07070810739162582,-0.49493647010904973,1.3840849758984255
1.3768460070259818,2.809542821338925,-1.1953931690655344,-0.5434229280036967,0.8847102212764552,-1.1800047788746517,-1.599560168209518,1.3025178452442772,0.9997069910881204,0.6481190548312584,-0.6362327534445619
0.001875579699973319,-0.8599733115130231,-0.03326470651726914,1.089098098901973,-0.07614044921073289,1.0714776141811826,0.9033037164253072,0.8304431392307637,1.0616402500012188,-0.7638907112714755,-0.552052848055271
-0.4564478960753633,-0.5048588470434797,-0.44342769329900983,1.4420756182329284,-0.3232163359074385,0.8463293748755991,1.132439142483425,0.8000954795584538,0.628107437609522,-0.6966521509808691,-0.6362327534445619
-1.7550310774388154,-0.06096576645655039,-1.1953931690655344,-0.8302171624600981,-0.570292222604144,2.1972188107090997,0.956181122438719,-0.8150744074449606,1.4951730623929185,-0.49493647010904973,-0.07503338137662405
0.3838118095127535,0.4421130582086359,-0.03326470651726914,0.9126093392364949,-0.24085770700853654,-0.4482730011315056,1.8903486286756608,0.7967235173726583,-1.0440905530441695,0.5136419342500456,-1.1413121857803101
0.9185225312506459,1.5074564516172662,-1.4688351602533614,-0.6316673078364355,0.7748987160779197,-0.8985694797426724,-0.048489591816105244,0.6281254080820937,-0.4866912228262732,0.8498347357030777,-0.6362327534445619
-0.6092223880004748,-0.564044591121737,0.0350957912796877,1.3758923333583744,-0.515386470004876,2.1972188107090997,1.3792003705460134,0.4022039416327799,-0.5486244817393715,-0.2259822289466244,-0.2995131318873983
0.30742456355019704,-0.2089301266521936,-0.5117881910959666,-0.7199116876691746,-0.54283934630451,0.508607015917224,0.6389166863582482,-1.09157530668147,-1.1060238119572705,-0.6294135906902626,1.0473653543412618
-0.6092223880004748,1.0931562430694657,-1.5371956580503183,-0.25662869354729534,1.8181080154640095,-0.8985694797426724,-1.4585537521737533,0.7630038955145528,1.6809728391322163,0.9170732959936841,0.37392611122693176
0.001875579699973319,-0.6232303351999943,-0.8535906800807505,0.5816929148637242,-0.3232163359074385,1.296625853486766,1.0971875384744838,0.4258076769334612,-0.36282470500007374,-1.0328449524339007,-0.8887724696124361
0.5365863014378657,0.0869985937390925,1.4706662450157801,1.72886985268933,-0.21340483070890257,1.8594964517507246,0.4450328643090716,1.1406636603253786,-1.7872896600013664,-0.5621750303996562,-1.225492091169601
0.5365863014378657,0.027812849660835207,-0.716869684486837,-0.6978505927109898,0.445464200482312,0.9026164347019949,-0.20712180985634066,0.6281254080820937,0.2565078841309237,0.31192625337822627,-0.8887724696124361
0.1546500716250855,0.14618433781734977,0.7870612670462122,-0.5434229280036967,0.6925400871790177,-0.6734212404370891,-0.5596378499457526,0.8574188367172405,0.628107437609522,0.9843118562842905,-0.7204126588338543
-0.9147713718506992,0.5012988022868932,0.17181678687360138,0.5596318199055395,-0.3232163359074385,-0.27941182165231804,0.07489102221518895,-0.7813547855868552,-1.22989032978347,-1.1000835127245072,0.37392611122693176
-1.4494820935885917,1.3890849634607514,-1.6739166536442318,0.4052041551982465,-0.3781220885067064,0.2271717167852447,0.6212908843537776,-0.04626702908008959,0.6900406965226205,0.24468769308761984,-0.7204126588338543
-0.991158617813255,-0.09055863849567904,0.0350957912796877,0.669937294696463,-0.515386470004876,-1.1800047788746517,-1.4056763461603414,-1.1590145503976808,-0.05315841043457366,-1.1673220730151137,1.8049845028448814
-0.532835142037919,-1.1559020319043094,1.6073872406096938,0.18459320561639925,-0.3232163359074385,2.534941169667475,0.8504263104118953,0.09535538272399811,-1.6014898832620656,-0.898367831852688,-1.057132280391018
-0.9147713718506992,-0.14974438257393632,-0.10162520431422599,-0.6978505927109898,-0.6526508515030457,0.6211811355700156,0.49791027032248336,-1.8266630631882357,0.38037440195712313,-0.7638907112714755,1.8891644082341736
-0.9147713718506992,-0.44567310296522245,-0.8535906800807505,-0.7419727826273592,-1.009538243398287,-0.33569888147871385,-0.06611539382057585,-1.5973696345530888,0.566174178696421,-0.4276979098184437,1.7208045974555906
-0.22728615818769465,-0.3864873588869651,0.10345628907664453,-0.8522782574182828,-0.4879335937052421,-0.7859953600898807,-0.27762501787422306,-1.3950519034044562,-0.9821572941310711,-0.9656063921432944,0.9631854489519694
0.07826282566252908,-0.8599733115130231,0.37689828026447153,-0.8522782574182828,-0.54283934630451,1.0151905543547868,0.09251682421965955,-0.8555379536746947,0.566174178696421,-0.29322078923723083,0.2897462058376409
1.300458761063426,1.6258279397737807,-0.9219511778777073,-0.2786897885054801,3.2731104593446085,1.24033879366037,0.5507876763358952,1.3699570889605253,-0.42475796391317205,2.3290830620964176,-1.1413121857803101
-0.07451166626258313,-0.2089301266521936,1.2655847516249097,2.0818473720202855,0.06112393228743678,-1.3488659583538394,0.6036650823493069,1.2687982233861717,-1.7872896600013664,-0.6294135906902626,-1.225492091169601
-1.4494820935885917,2.454428356869382,-1.9473586448320592,-0.521361833045512,-0.3781220885067064,-0.1668377019995263,-0.3657540278965761,-0.4509024913773921,0.6900406965226205,-1.0328449524339007,-1.1413121857803101
